,Unnamed: 0,tweet,topic_1,compound_score,positive_score,negative_score,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,sentiment,lang
1276,1276,RT washingtonpost: Boston doctors wanted to help Ukrainians. They made YouTube tutorials on how to control bleeding wounds. https://t.co/… ,Ukrainian,0.4019,0.13,0.0,0,0,0,0,0,0,1,en
1277,1277,"RT amanpour: Putin is clearly making a nuclear threat, says Finnish President niinisto. Im not scared, he tells me, but surely we are ",Putin,0.6373,0.268,0.08,0,0,0,0,0,0,1,en
1278,1278,"Rogozin Bruh, why you gotta be a DICKtator tot Just live life and be happy and leave the world and Ukraine alone. https://t.co/QVsh5yDuMk ",Ukraine,0.3612,0.143,0.124,0,0,0,0,0,0,1,en
1279,1279,RT YourAnonNews: What can I do to help You can: Email random Russians: https://t.co/Vd52jU7n7t amp https://t.co/I6WEpP3MgB Text rando ,Russian,0.4019,0.144,0.0,Russia,0,0,0,0,0,1,en
1280,1280,davidkleeman And Russia was asked to help defend East Ukraine from the invasion by West Ukraine. ,Ukraine,0.4019,0.153,0.0,Russia,0,0,0,0,0,1,en
1281,1281,RT Rafal88131735: BOOM: Zelensky releases a direct statement to Russia: There will definitely be an international tribunal for this crim ,Zelensky,0.4019,0.13,0.0,Russia,0,0,0,0,0,1,en
1282,1282,RT joncoopertweets: BREAKING: The UK has been handed a way out of the energy crisis created by Putins invasion of Ukraine thanks to a HUG ,Putin,0.694,0.329,0.124,Ukraine,0,0,0,0,0,1,en
1283,1283,RT KyivIndependent: The purpose of the visit is to confirm the unequivocal support of the entire European Union for the sovereignty and i ,Kyiv,0.4019,0.114,0.0,0,0,0,0,0,0,1,en
1284,1284,How many families from Ukraine is James OBrien going to look after in his MANSION in ultra RICH CHISWICK LBC https://t.co/mL1UbO2Rny ,Ukraine,0.6523,0.178,0.0,0,0,0,0,0,0,1,en
1285,1285,RT Alejandrovegan: Colonel (Ret) Douglas MacGregor BRILLIANTLY explains Ukraines events an predicts what will happen in the coming days ,Ukraine,0.694,0.208,0.0,0,0,0,0,0,0,1,en
1286,1286,RT KyivIndependent: Ukraines military intelligence: Russia plans mass logging of Ukrainian forests. According to a document published ,Ukraine,0.4767,0.171,0.0,Ukrainian,Kyiv,Russia,0,0,0,1,en
1287,1287,RT SholaMos1: Gove says Ukraine refugees will get FULL NHSEmployment rights in UK amp Homes For Ukraine. Thats fine. Why arent BlackBr ,Ukraine,0.2023,0.079,0.0,0,0,0,0,0,0,1,en
1288,1288,RT ZelenskyyUa: Discussed with President of the Commission vonderleyen the s support for in countering Russian aggression. Incre ,Zelensky,0.128,0.136,0.111,Russian,Russia,0,0,0,0,1,en
1289,1289,RT AricToler: The best part of the news of Russia begging China for MREs: guess who got the corrupt government tender to provide the MoD ,Russia,0.6369,0.149,0.0,0,0,0,0,0,0,1,en
1290,1290,RT uaparliament: Heroes are our children crossing the border alone. Heroes are our soldiers who protect Ukraine and Europe from Russian ,Ukraine,0.802,0.326,0.071,Russian,Russia,0,0,0,0,1,en
1291,1291,"This is wrong for several reasons Trump has no friends, just worshippers Putin has no friends just worshippers https://t.co/FzfskIum71 ",Putin,0.3182,0.334,0.256,0,0,0,0,0,0,1,en
1292,1292,"RT NBCInvestigates: A U.S. official says Ukraine has made terrific use of Turkish Bayraktar TB2 drones, which can loiter over tanks and ",Ukraine,0.4767,0.134,0.0,0,0,0,0,0,0,1,en
1293,1293,RT YourAnonNews: What can I do to help You can: Email random Russians: https://t.co/Vd52jU7n7t amp https://t.co/I6WEpP3MgB Text rando ,Russian,0.4019,0.144,0.0,Russia,0,0,0,0,0,1,en
1294,1294,"RT BeakingNews: NEW: In a remarkable sign of the solidarity Putin has fostered across Europe... today the Polish, Czech, Slovenian PMs w ",Putin,0.7003,0.244,0.0,0,0,0,0,0,0,1,en
1295,1295,"RT letatlechat: Highly important read for anyone who wants to understand Putin. Short: Putins delusional world view is of an imperial, a ",Putin,0.2716,0.095,0.0,0,0,0,0,0,0,1,en
1296,1296,RT SpencerGuard: .ZelenskyyUa amp Ukriane is teaching the world what military leaders have known for centuries. Soldiers dont fight for ,Zelensky,0.2924,0.103,0.0,0,0,0,0,0,0,1,en
1297,1297,RT MSNBC: .MaddowBlog: Is the GOPs Putin wing large No. Does it exist Yes. https://t.co/YUdJjLm656 ,Putin,0.128,0.151,0.123,0,0,0,0,0,0,1,en
1298,1298,RT IFENewsAgency: Mean while NATOs response to Russian invasion of Ukraine. Ukrainians must be satisfied now. Twitter is where they liv ,Ukraine,0.4215,0.123,0.0,Ukrainian,NATO,Russian,Russia,0,0,1,en
1299,1299,"RT PanickarS: trishregan So, Ukraine as a sovereign state can decide whether it wants to join NATO, but India as a sovereign state needs ",Ukraine,0.1531,0.071,0.0,NATO,0,0,0,0,0,1,en
1300,1300,"RT simonschama: Brilliant and courageous trip by PMs of Poland, Slovenia and Czech Republic to Kyiv to express EU solidarity with Ukr ",Kyiv,0.8555,0.331,0.0,0,0,0,0,0,0,1,en
1301,1301,RT ukraineworld: Independent retailer LEGO Citizen Brick created limited editions of toys with Ukrainian president Volodymyr Zelensky and ,Ukraine,0.0258,0.101,0.095,Ukrainian,Zelensky,0,0,0,0,1,en
1302,1302,RT StevenSwinford: Catherine Belton on how she faced 5 legal claims from some of Russias richest men including Roman Abramovich after ,Russia,0.5994,0.214,0.0,0,0,0,0,0,0,1,en
1303,1303,"RT BorisJohnson: Its fantastic that over 100,000 people and organisations have recorded their interest in supporting Ukrainians fleeing t ",Ukrainian,0.8591,0.388,0.0,0,0,0,0,0,0,1,en
1304,1304,"RT rattibha: ghostparticle Hi, Your thread is ready to read. While everyone has their eyes on Ukraine, theres a comprehensive control ",Ukraine,0.5423,0.2,0.0,0,0,0,0,0,0,1,en
1305,1305,"RT IAPonomarenko: Ukraines military says almost 100 of its reserve have been mobilized. If this is true, it makes nearly 200,000 perso ",Ukraine,0.4215,0.118,0.0,0,0,0,0,0,0,1,en
1306,1306,Glory to Ukraine https://t.co/NDZU2pKkGf ,Ukraine,0.5423,0.538,0.0,0,0,0,0,0,0,1,en
1307,1307,siphillipssport TheAthleticUK How does that affect Roman and help Ukraine. ,Ukraine,0.4019,0.231,0.0,0,0,0,0,0,0,1,en
1308,1308,RT KyivIndependent: UN: Number of refugees from Ukraine reaches 3 million. According to the UN International Organization for Migrati ,Ukraine,0.128,0.135,0.0,Kyiv,0,0,0,0,0,1,en
1309,1309,RT OccupyDemocrats: BREAKING: Donald Trump celebrates Russia sanctioning President Biden by smearing his family as corrupt and accusing hi ,Russia,0.4588,0.165,0.076,0,0,0,0,0,0,1,en
1310,1310,RT ProjectLincoln: Supporting President Putin is all in a days work for TuckerCarlson. https://t.co/i885XFpCHD ,Putin,0.4404,0.195,0.0,0,0,0,0,0,0,1,en
1311,1311,RT OccupyDemocrats: BREAKING: Donald Trump celebrates Russia sanctioning President Biden by smearing his family as corrupt and accusing hi ,Russia,0.4588,0.165,0.076,0,0,0,0,0,0,1,en
1312,1312,"RT RBReich: What if Biden went to Kyiv, met with Volodymyr Zelenskyy, and asked Putin to meet them both there to find a peaceful solution ",Putin,0.6705,0.2,0.0,Kyiv,Zelensky,0,0,0,0,1,en
1313,1313,"RT TanyaKozyreva: Let me introduce you to Graham Phillips, British journalist well known in Ukraine (holding Z bag). He was embedded with ",Ukraine,0.2732,0.095,0.0,0,0,0,0,0,0,1,en
1314,1314,RT graham37849805: Ukraine is not a NATO member but would like to be ,Ukraine,0.5023,0.228,0.0,NATO,0,0,0,0,0,1,en
1315,1315,RT LaylaMoran: There is bravery within Russia too. We must remember this is Putins war. Not all of the people agree with him. We may neve ,Putin,0.2023,0.175,0.12,Russia,0,0,0,0,0,1,en
1316,1316,RT cirian75: So RhonddaBryant has just used parliamentary privilege to reveal NigelFarage received 500k from the Russian state. Anyo ,Russian,0.3612,0.122,0.0,Russia,0,0,0,0,0,1,en
1317,1317,RT olexscherba: More Russian armor for Ukraine in heroic Mykolaiv. StandWithUkraine RussianArmy RussiaUkraineWar AdolfPutin Fre ,Putin,0.5574,0.205,0.0,Ukraine,Russian,Russia,0,0,0,1,en
1318,1318,RT GBullstein: In a few months well hear reports how some people abused the Ukraine refugee scheme like they did with furlough. ,Ukraine,0.0772,0.178,0.127,0,0,0,0,0,0,1,en
1319,1319,RT ProjectLincoln: Supporting President Putin is all in a days work for TuckerCarlson. https://t.co/i885XFpCHD ,Putin,0.4404,0.195,0.0,0,0,0,0,0,0,1,en
1320,1320,"RT MailOnline: I hope they didnt mean to hurt me: Heartbreaking words of Ukrainian girl, nine, after losing an ARM when she was shot by ",Ukrainian,0.0196,0.181,0.179,0,0,0,0,0,0,1,en
1321,1321,RT olexscherba: Paul Krugman: Putin seems to be in the process of achieving something remarkable: reminding the worlds democracies what ,Putin,0.5574,0.159,0.0,0,0,0,0,0,0,1,en
1322,1322,RT BSBonner: West is behind as usual: This is not a conventional war. Its genocide against Ukrainians. Act accordingly. Putin is not a pa ,Putin,0.4847,0.13,0.0,Ukrainian,0,0,0,0,0,1,en
1324,1324,RT andersostlund: Let us not be under any illusions: Putin aims at the annihilation of Ukraine as state and nation. A negotiated peace ,Putin,0.5423,0.143,0.0,Ukraine,0,0,0,0,0,1,en
1325,1325,"If they ever do a biopic of the rise and fall of Putin, Daniel Craig might do well in the starring role ",Putin,0.2732,0.095,0.0,0,0,0,0,0,0,1,en
1326,1326,RT KyivIndependent: Ukraines military intelligence: Russia plans mass logging of Ukrainian forests. According to a document published ,Ukraine,0.4767,0.171,0.0,Ukrainian,Kyiv,Russia,0,0,0,1,en
1327,1327,RT TrulyNorthern: A friend in Europe is sheltering a family from Ukraine. This is incredibly moving to me. One person can save a family. O ,Ukraine,0.7506,0.252,0.0,0,0,0,0,0,0,1,en
1328,1328,RT AnonOpsSE: Current state of Russian: Stock market shut down No air superiority Begging China for MREs Recruiting Syrians to f ,Russian,0.0516,0.106,0.097,Russia,0,0,0,0,0,1,en
1329,1329,"RT nathaliejacoby1: If you appreciate President Biden for standing with Ukraine against Putin, please reply with the exact number of follo ",Putin,0.6486,0.259,0.0,Ukraine,0,0,0,0,0,1,en
1330,1330,RT UNGeneva: Women and girls must be at the centre of the response in Ukraine to ensure humanitarian assistance is genderresponsive. S ,Ukraine,0.3818,0.115,0.0,0,0,0,0,0,0,1,en
1331,1331,"RT olgatokariuk: Prime ministers of Poland, Czech Republic and Slovenia arrived to Kyiv today, in a powerful show of solidarity with the U ",Kyiv,0.6124,0.208,0.0,0,0,0,0,0,0,1,en
1332,1332,Love it and great to have fun and this is the life so make love not war.Peace for Ukraine https://t.co/bgB8oTca1E ,Ukraine,0.9522,0.501,0.0,0,0,0,0,0,0,1,en
1333,1333,"RT martyrmade: We were literally caught plotting the coup in Ukraine. Like, actually caught on tape discussing it before it happened, ev ",Ukraine,0.3612,0.106,0.0,0,0,0,0,0,0,1,en
1334,1334,RSBNetwork And where is your condemnation of Putin and Russia Maybe you want to hug and kiss the Russian flag ,Putin,0.34,0.267,0.141,Russian,Russia,0,0,0,0,1,en
1335,1335,RT privatroy: God bless Ukraine God is with you https://t.co/fafSNs9ToX ,Ukraine,0.7184,0.5,0.0,0,0,0,0,0,0,1,en
1336,1336,HillaryClinton Trolls Putin Over Sanctions: I Want to Thank the Russian Academy For This Lifetime Achievement A https://t.co/HXSGlkhtzE ,Putin,0.4215,0.213,0.0,Russian,Russia,0,0,0,0,1,en
1337,1337,"RT IAPonomarenko: Ukraines military says almost 100 of its reserve have been mobilized. If this is true, it makes nearly 200,000 perso ",Ukraine,0.4215,0.118,0.0,0,0,0,0,0,0,1,en
1338,1338,"RT IAPonomarenko: Ukraines military says almost 100 of its reserve have been mobilized. If this is true, it makes nearly 200,000 perso ",Ukraine,0.4215,0.118,0.0,0,0,0,0,0,0,1,en
1339,1339,RT NickForVA: The same people who want you to believe that Putin is solely responsible for gas prices also want you to believe that inflat ,Putin,0.4404,0.182,0.0,0,0,0,0,0,0,1,en
1340,1340,CoffeeDrinker75 JohanBecker15 JackDetsch Sort of like when Biden offered Putin a small chunk of Ukraine ,Putin,0.3612,0.161,0.0,Ukraine,0,0,0,0,0,1,en
1341,1341,"RT TpyxaNews: Rammstein soloist Till Lindemann helps Ukrainian refugees. Meets them at the Berlin train station, stays in a hotel. The G ",Ukrainian,0.3818,0.12,0.0,0,0,0,0,0,0,1,en
1342,1342,annaRoseShadow Putin is anti communist so why wouldnt the anti communists love him ,Putin,0.1531,0.223,0.245,0,0,0,0,0,0,1,en
1343,1343,RT DefenceHQ: Latest Defence Intelligence update on the situation in Ukraine 15 March 2022 Find out more about the UK governments res ,Ukraine,0.5423,0.184,0.0,0,0,0,0,0,0,1,en
1344,1344,RT Klitschko: Putins dream of creating a Greater Russia is my countrys nightmare. SaveUkraine kyiv StopPutinsWar Standtogether Fre ,Putin,0.6908,0.324,0.0,Ukraine,Kyiv,Russia,0,0,0,1,en
1345,1345,TheRalphRetort SHOTBYCQUAD GOD BLESS PUTIN ,Putin,0.7481,0.68,0.0,0,0,0,0,0,0,1,en
1346,1346,"RT olgatokariuk: Prime ministers of Poland, Czech Republic and Slovenia arrived to Kyiv today, in a powerful show of solidarity with the U ",Kyiv,0.6124,0.208,0.0,0,0,0,0,0,0,1,en
1347,1347,RT WalshFreedom: .TuckerCarlson is an antiAmerican coward. Think about it. He NEVER blames Putin for whats happening. He NEVER blames R ,Putin,0.1321,0.184,0.122,0,0,0,0,0,0,1,en
1348,1348,"Ukranian baby is that white phosphorus Its a Palestinian baby and yes, used by Israel on Gaza. Ukraine https://t.co/lN6U97Wolx ",Ukraine,0.4019,0.137,0.0,0,0,0,0,0,0,1,en
1349,1349,"RT EuromaidanPress: Serhiy Zhadan, Ukrainian writer who exchanged his pen for a gun Recently nominated for the Nobel Prize in Literature ",Ukrainian,0.2263,0.139,0.101,0,0,0,0,0,0,1,en
1350,1350,"RT johngreen: It is interesting to be able to see the EXACT MOMENT when Putin propagandists become aware of a video. Within a minute, gt100 ",Putin,0.4019,0.109,0.0,0,0,0,0,0,0,1,en
1351,1351,RT dpatrikarakos: Today Ukraine held an emergency session of the Verkhovna Rada (parliament). Despite Putins brutal attacks over 350 out ,Putin,0.4767,0.225,0.103,Ukraine,0,0,0,0,0,1,en
1352,1352,"News24 I am picking a side. If my Government does not have a spine, that is on them. Glory to Ukraine ",Ukraine,0.5423,0.171,0.0,0,0,0,0,0,0,1,en
1353,1353,BorisJohnson instead of asking people to house the Ukrainians and giving them money to so it why havent you asked https://t.co/nZEA7yOzG6 ,Ukrainian,0.34,0.107,0.0,0,0,0,0,0,0,1,en
1354,1354,"RT benyt: Pretty interesting and bluntly worded oped from the Chinese ambassador, contrasting Taiwan and Ukraine as totally different thi ",Ukraine,0.7096,0.247,0.0,0,0,0,0,0,0,1,en
1355,1355,RT KyivIndependent: Ukraines military intelligence: Russia plans mass logging of Ukrainian forests. According to a document published ,Ukraine,0.4767,0.171,0.0,Ukrainian,Kyiv,Russia,0,0,0,1,en
1356,1356,"RT Kasparov63: NATO nations, led by the United States, are being challenged to stand up for the values of human life amp liberty while Ukrai ",NATO,0.8176,0.284,0.045,0,0,0,0,0,0,1,en
1357,1357,RT ZidanFoxdale: timtothebo olgatokariuk And not Iran they arent pleased with broken contacts with Ukraine AND mercenary army growing ,Ukraine,0.2139,0.188,0.106,0,0,0,0,0,0,1,en
1358,1358,RT Kasparov63: Why are USNATO ships not moving to the Baltic Sea Why are significant forces not being sent to the UKR border If you had ,NATO,0.2023,0.067,0.0,0,0,0,0,0,0,1,en
1359,1359,"RT Reuters: Ukrainian President Volodymyr Zelenskiy said peace talks were sounding more realistic, but more time was needed, as Russian ai ",Ukrainian,0.3071,0.101,0.0,Russian,Russia,0,0,0,0,1,en
1360,1360,nytimes May God bless the three visiting Presidents and Ukraine amen ,Ukraine,0.5994,0.353,0.0,0,0,0,0,0,0,1,en
1361,1361,"demototown PepTessaISA M156Sam BellaWallerstei I agree that Ukraine should join if its wants to (I mean, even https://t.co/5Ftq7EU6lC ",Ukraine,0.5719,0.239,0.0,0,0,0,0,0,0,1,en
1362,1362,"RT Kasparov63: Declare safe zones and corridors for refugees and supplies. Invent whatever legal framework you want, knowing that Putin do ",Putin,0.5719,0.241,0.0,0,0,0,0,0,0,1,en
1363,1363,Fox News its appears to me Putin has upped his game by targeting American journalists now If the United States ca https://t.co/4Mxczr3d6z ,Putin,0.4215,0.118,0.0,0,0,0,0,0,0,1,en
1364,1364,RT BoomerangChris: Wow A mosaic created from bullet casings. What an incredibly powerful piece of art. This will follow Putin for the r ,Putin,0.8357,0.331,0.0,0,0,0,0,0,0,1,en
1365,1365,RT CarolineLucas: We need urgent investigation into both evidence in Russia Report of Russian interference in UK elections amp about PMs de ,Russian,0.2023,0.079,0.0,Russia,0,0,0,0,0,1,en
1366,1366,"RT olgatokariuk: Prime ministers of Poland, Czech Republic and Slovenia arrived to Kyiv today, in a powerful show of solidarity with the U ",Kyiv,0.6124,0.208,0.0,0,0,0,0,0,0,1,en
1367,1367,"RT forgiveluv: BrockLe19887650 sentdefender The Ukraine is upheld by prayer, and the blessed mother No match for Putin https://t.co/e… ",Putin,0.4019,0.169,0.095,Ukraine,0,0,0,0,0,1,en
1368,1368,"If they ever do a biopic of the rise and fall of Putin, Daniel Craig might do well in the starring role ",Putin,0.2732,0.095,0.0,0,0,0,0,0,0,1,en
1369,1369,RT KyivIndependent: Ukraines military intelligence: Russia plans mass logging of Ukrainian forests. According to a document published ,Ukraine,0.4767,0.171,0.0,Ukrainian,Kyiv,Russia,0,0,0,1,en
1370,1370,RT TrulyNorthern: A friend in Europe is sheltering a family from Ukraine. This is incredibly moving to me. One person can save a family. O ,Ukraine,0.7506,0.252,0.0,0,0,0,0,0,0,1,en
1371,1371,RT AnonOpsSE: Current state of Russian: Stock market shut down No air superiority Begging China for MREs Recruiting Syrians to f ,Russian,0.0516,0.106,0.097,Russia,0,0,0,0,0,1,en
1372,1372,"RT nathaliejacoby1: If you appreciate President Biden for standing with Ukraine against Putin, please reply with the exact number of follo ",Putin,0.6486,0.259,0.0,Ukraine,0,0,0,0,0,1,en
1373,1373,RT UNGeneva: Women and girls must be at the centre of the response in Ukraine to ensure humanitarian assistance is genderresponsive. S ,Ukraine,0.3818,0.115,0.0,0,0,0,0,0,0,1,en
1374,1374,"RT olgatokariuk: Prime ministers of Poland, Czech Republic and Slovenia arrived to Kyiv today, in a powerful show of solidarity with the U ",Kyiv,0.6124,0.208,0.0,0,0,0,0,0,0,1,en
